Litob_id,Length,Width,Height,Rib count,Length (Hinge Line),Distance Umbos,Umbos Right,Umbos Left
110188,60.05,46.05,43.3,20,42.35,5.3,26.6,24.45
120188,60.05,46.05,43.3,20,42.35,5.3,26.6,24.45
130188,60.05,46.05,43.3,20,42.35,5.3,26.6,24.45
140188,60.05,46.05,43.3,20,42.35,5.3,26.6,24.45
150188,60.05,46.05,43.3,20,42.35,5.3,26.6,24.45
160188,60.05,46.05,43.3,20,42.35,5.3,26.6,24.45
110189,60.05,46.4,43.05,19,41.6,7.05,23.3,19.5
120189,60.05,46.4,43.05,19,41.6,7.05,23.3,19.5
130189,60.05,46.4,43.05,19,41.6,7.05,23.3,19.5
140189,60.05,46.4,43.05,19,41.6,7.05,23.3,19.5
150189,60.05,46.4,43.05,19,41.6,7.05,23.3,19.5
160189,60.05,46.4,43.05,19,41.6,7.05,23.3,19.5
110190,46.3,35.25,34.25,20,31.65,3.05,19.55,16.05
120190,46.3,35.25,34.25,20,31.65,3.05,19.55,16.05
130190,46.3,35.25,34.25,20,31.65,3.05,19.55,16.05
140190,46.3,35.25,34.25,20,31.65,3.05,19.55,16.05
150190,46.3,35.25,34.25,20,31.65,3.05,19.55,16.05
160190,46.3,35.25,34.25,20,31.65,3.05,19.55,16.05
110191,51.05,38.6,33.65,20,33.35,4.1,18.05,14.4
120191,51.05,38.6,33.65,20,33.35,4.1,18.05,14.4
130191,51.05,38.6,33.65,20,33.35,4.1,18.05,14.4
140191,51.05,38.6,33.65,20,33.35,4.1,18.05,14.4
150191,51.05,38.6,33.65,20,33.35,4.1,18.05,14.4
160191,51.05,38.6,33.65,20,33.35,4.1,18.05,14.4
110192,49.7,37.1,32.05,20,33.05,3.5,19.05,17.4
120192,49.7,37.1,32.05,20,33.05,3.5,19.05,17.4
130192,49.7,37.1,32.05,20,33.05,3.5,19.05,17.4
140192,49.7,37.1,32.05,20,33.05,3.5,19.05,17.4
150192,49.7,37.1,32.05,20,33.05,3.5,19.05,17.4
160192,49.7,37.1,32.05,20,33.05,3.5,19.05,17.4
110193,421.6,30.05,32.05,20,32.05,5.65,17.05,12.4
120193,421.6,30.05,32.05,20,32.05,5.65,17.05,12.4
130193,421.6,30.05,32.05,20,32.05,5.65,17.05,12.4
140193,421.6,30.05,32.05,20,32.05,5.65,17.05,12.4
150193,421.6,30.05,32.05,20,32.05,5.65,17.05,12.4
160193,421.6,30.05,32.05,20,32.05,5.65,17.05,12.4
110194,51.4,41.3,38.7,20,39.25,5.2,24.05,21.25
120194,51.4,41.3,38.7,20,39.25,5.2,24.05,21.25
130194,51.4,41.3,38.7,20,39.25,5.2,24.05,21.25
140194,51.4,41.3,38.7,20,39.25,5.2,24.05,21.25
150194,51.4,41.3,38.7,20,39.25,5.2,24.05,21.25
160194,51.4,41.3,38.7,20,39.25,5.2,24.05,21.25
110195,50.2,38.3,34.05,21,31.75,4.15,12.1,10.2
120195,50.2,38.3,34.05,21,31.75,4.15,12.1,10.2
130195,50.2,38.3,34.05,21,31.75,4.15,12.1,10.2
140195,50.2,38.3,34.05,21,31.75,4.15,12.1,10.2
150195,50.2,38.3,34.05,21,31.75,4.15,12.1,10.2
160195,50.2,38.3,34.05,21,31.75,4.15,12.1,10.2
110196,42.05,33.05,29.35,21,28.05,4.6,17.05,15.25
120196,42.05,33.05,29.35,21,28.05,4.6,17.05,15.25
130196,42.05,33.05,29.35,21,28.05,4.6,17.05,15.25
140196,42.05,33.05,29.35,21,28.05,4.6,17.05,15.25
150196,42.05,33.05,29.35,21,28.05,4.6,17.05,15.25
160196,42.05,33.05,29.35,21,28.05,4.6,17.05,15.25
110197,62.1,51.05,47.2,20,45.05,7.2,26.1,21.35
120197,62.1,51.05,47.2,20,45.05,7.2,26.1,21.35
130197,62.1,51.05,47.2,20,45.05,7.2,26.1,21.35
140197,62.1,51.05,47.2,20,45.05,7.2,26.1,21.35
150197,62.1,51.05,47.2,20,45.05,7.2,26.1,21.35
160197,62.1,51.05,47.2,20,45.05,7.2,26.1,21.35
110198,61.25,46.2,44.2,19,41.75,8.05,28.05,23.2
120198,61.25,46.2,44.2,19,41.75,8.05,28.05,23.2
130198,61.25,46.2,44.2,19,41.75,8.05,28.05,23.2
140198,61.25,46.2,44.2,19,41.75,8.05,28.05,23.2
150198,61.25,46.2,44.2,19,41.75,8.05,28.05,23.2
160198,61.25,46.2,44.2,19,41.75,8.05,28.05,23.2
110199,41.15,33.1,29.4,20,27.6,3.5,14.4,12.05
120199,41.15,33.1,29.4,20,27.6,3.5,14.4,12.05
130199,41.15,33.1,29.4,20,27.6,3.5,14.4,12.05
140199,41.15,33.1,29.4,20,27.6,3.5,14.4,12.05
150199,41.15,33.1,29.4,20,27.6,3.5,14.4,12.05
160199,41.15,33.1,29.4,20,27.6,3.5,14.4,12.05
110200,60.3,46.55,43.05,20,41.05,5.2,25.6,22.05
120200,60.3,46.55,43.05,20,41.05,5.2,25.6,22.05
130200,60.3,46.55,43.05,20,41.05,5.2,25.6,22.05
140200,60.3,46.55,43.05,20,41.05,5.2,25.6,22.05
150200,60.3,46.55,43.05,20,41.05,5.2,25.6,22.05
160200,60.3,46.55,43.05,20,41.05,5.2,25.6,22.05
110247,41.05,32.05,28.05,20,21.5,3.5,14.05,12.85
120247,41.05,32.05,28.05,20,21.5,3.5,14.05,12.85
130247,41.05,32.05,28.05,20,21.5,3.5,14.05,12.85
140247,41.05,32.05,28.05,20,21.5,3.5,14.05,12.85
150247,41.05,32.05,28.05,20,21.5,3.5,14.05,12.85
160247,41.05,32.05,28.05,20,21.5,3.5,14.05,12.85
110248,61.05,45.05,42.05,20,41.25,5.05,27.05,25.3
120248,61.05,45.05,42.05,20,41.25,5.05,27.05,25.3
130248,61.05,45.05,42.05,20,41.25,5.05,27.05,25.3
140248,61.05,45.05,42.05,20,41.25,5.05,27.05,25.3
150248,61.05,45.05,42.05,20,41.25,5.05,27.05,25.3
160248,61.05,45.05,42.05,20,41.25,5.05,27.05,25.3
110249,61.3,46.4,43.4,21,43.05,6.05,24.7,20.05
120249,61.3,46.4,43.4,21,43.05,6.05,24.7,20.05
130249,61.3,46.4,43.4,21,43.05,6.05,24.7,20.05
140249,61.3,46.4,43.4,21,43.05,6.05,24.7,20.05
150249,61.3,46.4,43.4,21,43.05,6.05,24.7,20.05
160249,61.3,46.4,43.4,21,43.05,6.05,24.7,20.05
110250,41.2,27.05,26.05,20,26.4,2.5,15.45,14.3
120250,41.2,27.05,26.05,20,26.4,2.5,15.45,14.3
130250,41.2,27.05,26.05,20,26.4,2.5,15.45,14.3
140250,41.2,27.05,26.05,20,26.4,2.5,15.45,14.3
150250,41.2,27.05,26.05,20,26.4,2.5,15.45,14.3
160250,41.2,27.05,26.05,20,26.4,2.5,15.45,14.3
110251,45.65,30.25,32.2,21,29.4,5.65,17.05,13.05
120251,45.65,30.25,32.2,21,29.4,5.65,17.05,13.05
130251,45.65,30.25,32.2,21,29.4,5.65,17.05,13.05
140251,45.65,30.25,32.2,21,29.4,5.65,17.05,13.05
150251,45.65,30.25,32.2,21,29.4,5.65,17.05,13.05
160251,45.65,30.25,32.2,21,29.4,5.65,17.05,13.05
110252,61.1,45.15,41.15,20,42.05,7.65,27.65,24.6
120252,61.1,45.15,41.15,20,42.05,7.65,27.65,24.6
130252,61.1,45.15,41.15,20,42.05,7.65,27.65,24.6
140252,61.1,45.15,41.15,20,42.05,7.65,27.65,24.6
150252,61.1,45.15,41.15,20,42.05,7.65,27.65,24.6
160252,61.1,45.15,41.15,20,42.05,7.65,27.65,24.6
110253,52.6,38.05,32.45,20,34.1,5.65,19.3,16.1
120253,52.6,38.05,32.45,20,34.1,5.65,19.3,16.1
130253,52.6,38.05,32.45,20,34.1,5.65,19.3,16.1
140253,52.6,38.05,32.45,20,34.1,5.65,19.3,16.1
150253,52.6,38.05,32.45,20,34.1,5.65,19.3,16.1
160253,52.6,38.05,32.45,20,34.1,5.65,19.3,16.1
110254,60.45,43.05,39.2,20,37.65,7.65,23.35,20.65
120254,60.45,43.05,39.2,20,37.65,7.65,23.35,20.65
130254,60.45,43.05,39.2,20,37.65,7.65,23.35,20.65
140254,60.45,43.05,39.2,20,37.65,7.65,23.35,20.65
150254,60.45,43.05,39.2,20,37.65,7.65,23.35,20.65
160254,60.45,43.05,39.2,20,37.65,7.65,23.35,20.65
110255,44.15,34.05,31.3,19,30.15,4.4,17.6,13.05
120255,44.15,34.05,31.3,19,30.15,4.4,17.6,13.05
130255,44.15,34.05,31.3,19,30.15,4.4,17.6,13.05
140255,44.15,34.05,31.3,19,30.15,4.4,17.6,13.05
150255,44.15,34.05,31.3,19,30.15,4.4,17.6,13.05
160255,44.15,34.05,31.3,19,30.15,4.4,17.6,13.05
110256,50.3,37.05,37.05,20,32.2,4.3,19.05,18.05
120256,50.3,37.05,37.05,20,32.2,4.3,19.05,18.05
130256,50.3,37.05,37.05,20,32.2,4.3,19.05,18.05
140256,50.3,37.05,37.05,20,32.2,4.3,19.05,18.05
150256,50.3,37.05,37.05,20,32.2,4.3,19.05,18.05
160256,50.3,37.05,37.05,20,32.2,4.3,19.05,18.05
110257,57.3,42.75,38.45,20,38.3,7.4,22.6,18.5
120257,57.3,42.75,38.45,20,38.3,7.4,22.6,18.5
130257,57.3,42.75,38.45,20,38.3,7.4,22.6,18.5
140257,57.3,42.75,38.45,20,38.3,7.4,22.6,18.5
150257,57.3,42.75,38.45,20,38.3,7.4,22.6,18.5
160257,57.3,42.75,38.45,20,38.3,7.4,22.6,18.5
110258,47.15,36.4,34.05,19,32.25,4.05,20.3,19.05
120258,47.15,36.4,34.05,19,32.25,4.05,20.3,19.05
130258,47.15,36.4,34.05,19,32.25,4.05,20.3,19.05
140258,47.15,36.4,34.05,19,32.25,4.05,20.3,19.05
150258,47.15,36.4,34.05,19,32.25,4.05,20.3,19.05
160258,47.15,36.4,34.05,19,32.25,4.05,20.3,19.05
110259,43.05,31.5,28.05,19,28.6,3.65,15.05,12.45
120259,43.05,31.5,28.05,19,28.6,3.65,15.05,12.45
130259,43.05,31.5,28.05,19,28.6,3.65,15.05,12.45
140259,43.05,31.5,28.05,19,28.6,3.65,15.05,12.45
150259,43.05,31.5,28.05,19,28.6,3.65,15.05,12.45
160259,43.05,31.5,28.05,19,28.6,3.65,15.05,12.45
110260,52.4,39.05,36.05,21,34.2,4.05,21.25,18.35
120260,52.4,39.05,36.05,21,34.2,4.05,21.25,18.35
130260,52.4,39.05,36.05,21,34.2,4.05,21.25,18.35
140260,52.4,39.05,36.05,21,34.2,4.05,21.25,18.35
150260,52.4,39.05,36.05,21,34.2,4.05,21.25,18.35
160260,52.4,39.05,36.05,21,34.2,4.05,21.25,18.35
110261,47.2,31.65,32.05,21,33.7,3.65,18.05,15.65
120261,47.2,31.65,32.05,21,33.7,3.65,18.05,15.65
130261,47.2,31.65,32.05,21,33.7,3.65,18.05,15.65
140261,47.2,31.65,32.05,21,33.7,3.65,18.05,15.65
150261,47.2,31.65,32.05,21,33.7,3.65,18.05,15.65
160261,47.2,31.65,32.05,21,33.7,3.65,18.05,15.65
